Anho,Moneda,Mes,G / ME,ME / USD
2005,XAU,7,"2.551.578,00","427,4000"
2005,VEF,7,"2,78","2.144,6000"
2005,CLP,7,"10,62","562,3000"
2005,EUR,7,"7.232,66","1,2115"
2005,UYU,7,"243,67","24,5000"
2005,USD,8,"6.070,00","1,0000"
2005,DEM,8,"2.740,41","2,2150"
2005,JPY,8,"54,52","111,3300"
2005,GBP,8,"10.843,45","1,7864"
2005,CHF,8,"4.782,16","1,2693"
2005,FRF,8,"817,10","7,4287"
2005,SEK,8,"793,97","7,6451"
2005,NLG,8,"2.432,18","2,4957"
2005,DKK,8,"994,67","6,1025"
2005,ESP,8,"32,21","188,4300"
2005,NOK,8,"937,60","6,4740"
2005,ATS,8,"389,51","15,5836"
2005,ITL,8,"2,77","2.192,8300"
2005,BEF,8,"132,87","45,6850"
2005,BRL,8,"2.546,35","2,3838"
2005,ARS,8,"2.085,91","2,9100"
2005,CAD,8,"5.099,55","1,1903"
2005,ZAR,8,"931,52","6,5162"
2005,SDR,8,"8.862,20","1,4600"
2005,XAU,8,"2.613.135,00","430,5000"
2005,VEF,8,"2,83","2.144,6000"
2005,CLP,8,"11,15","544,6000"
2005,EUR,8,"7.416,93","1,2219"
2005,UYU,8,"250,83","24,2000"
2005,USD,9,"6.115,00","1,0000"
2005,DEM,9,"2.760,72","2,2150"
2005,JPY,9,"53,95","113,3400"
2005,GBP,9,"10.771,57","1,7615"
2005,CHF,9,"4.716,91","1,2964"
2005,FRF,9,"823,16","7,4287"
2005,SEK,9,"782,89","7,8108"
2005,NLG,9,"2.450,21","2,4957"
2005,DKK,9,"984,15","6,2135"
2005,ESP,9,"32,45","188,4300"
2005,NOK,9,"939,14","6,5113"
2005,ATS,9,"392,40","15,5836"
2005,ITL,9,"2,79","2.192,8300"
2005,BEF,9,"133,85","45,6850"
2005,BRL,9,"2.722,25","2,2463"
2005,ARS,9,"2.099,57","2,9125"
2005,CAD,9,"5.177,38","1,1811"
2005,ZAR,9,"954,34","6,4076"
2005,SDR,9,"8.860,02","1,4489"
2005,XAU,9,"2.836.748,50","463,9000"
2005,VEF,9,"2,85","2.144,6000"
2005,CLP,9,"11,36","538,4000"
2005,EUR,9,"7.342,89","1,2008"
2005,UYU,9,"256,39","23,8500"
2005,USD,10,"6.130,00","1,0000"
2005,DEM,10,"2.767,49","2,2150"
2005,JPY,10,"53,10","115,4500"
2005,GBP,10,"10.912,01","1,7801"
2005,CHF,10,"4.804,45","1,2759"
2005,FRF,10,"825,18","7,4287"
2005,SEK,10,"779,39","7,8651"
2005,NLG,10,"2.456,22","2,4957"
2005,DKK,10,"995,40","6,1583"
2005,ESP,10,"32,53","188,4300"
2005,NOK,10,"951,57","6,4420"
2005,ATS,10,"393,36","15,5836"
2005,ITL,10,"2,80","2.192,8300"
2005,BEF,10,"134,18","45,6850"
2005,BRL,10,"2.688,60","2,2800"
2005,ARS,10,"2.039,93","3,0050"
2005,CAD,10,"5.214,36","1,1756"
2005,ZAR,10,"913,32","6,7118"
2005,SDR,10,"8.901,37","1,4521"
2005,XAU,10,"2.882.326,00","470,2000"
2005,VEF,10,"2,86","2.144,6000"
2005,CLP,10,"11,27","543,7000"
2005,EUR,10,"7.424,66","1,2112"
2005,UYU,10,"263,54","23,2600"
2005,USD,11,"6.135,00","1,0000"
2005,DEM,11,"2.769,75","2,2150"
2005,JPY,11,"51,42","119,3200"
2005,GBP,11,"10.556,49","1,7207"
2005,CHF,11,"4.668,95","1,3140"
2005,FRF,11,"825,85","7,4287"
2005,SEK,11,"761,24","8,0592"
2005,NLG,11,"2.458,23","2,4957"
2005,DKK,11,"969,61","6,3273"
2005,ESP,11,"32,56","188,4300"
2005,NOK,11,"911,60","6,7299"
2005,ATS,11,"393,68","15,5836"
2005,ITL,11,"2,80","2.192,8300"
2005,BEF,11,"134,29","45,6850"
2005,BRL,11,"2.790,16","2,1988"
2005,ARS,11,"2.050,13","2,9925"
2005,CAD,11,"5.252,57","1,1680"
2005,ZAR,11,"952,05","6,4440"
2005,SDR,11,"8.750,96","1,4264"
2005,XAU,11,"3.049.708,50","497,1000"
2005,VEF,11,"2,86","2.144,6000"
2005,CLP,11,"11,82","519,1000"
2005,EUR,11,"7.228,26","1,1782"
2005,UYU,11,"260,95","23,5100"
2005,USD,12,"6.100,00","1,0000"
2005,DEM,12,"2.753,95","2,2150"
2005,JPY,12,"51,75","117,8700"
2005,GBP,12,"10.499,93","1,7213"
2005,CHF,12,"4.632,09","1,3169"
2005,FRF,12,"821,14","7,4287"
2005,SEK,12,"767,06","7,9524"
2005,NLG,12,"2.444,20","2,4957"
2005,DKK,12,"967,92","6,3022"
2005,ESP,12,"32,37","188,4300"
2005,NOK,12,"900,67","6,7727"
2005,ATS,12,"391,44","15,5836"
2005,ITL,12,"2,78","2.192,8300"
2005,BEF,12,"133,52","45,6850"
2005,BRL,12,"2.600,72","2,3455"
2005,ARS,12,"2.011,54","3,0325"
2005,CAD,12,"5.227,53","1,1669"
2005,ZAR,12,"963,97","6,3280"
2005,SDR,12,"8.751,67","1,4347"
2005,XAU,12,"3.149.430,00","516,3000"
2005,VEF,12,"2,84","2.144,6000"
2005,CLP,12,"11,87","514,0000"
2005,EUR,12,"7.215,69","1,1829"
2005,UYU,12,"259,57","23,5000"
2006,USD,1,"6.130,00","1,0000"
2006,DEM,1,"2.767,49","2,2150"
2006,JPY,1,"52,10","117,6600"
2006,GBP,1,"10.842,13","1,7687"
2006,CHF,1,"4.761,90","1,2873"
2006,FRF,1,"825,18","7,4287"
2006,SEK,1,"802,51","7,6385"
2006,NLG,1,"2.456,22","2,4957"
2006,DKK,1,"992,79","6,1745"
2006,ESP,1,"32,53","188,4300"
2006,NOK,1,"911,71","6,7236"
2006,ATS,1,"393,36","15,5836"
2006,ITL,1,"2,80","2.192,8300"
2006,BEF,1,"134,18","45,6850"
2006,BRL,1,"2.784,47","2,2015"
2006,ARS,1,"2.006,55","3,0550"
2006,CAD,1,"5.355,11","1,1447"
2006,ZAR,1,"996,75","6,1500"
2006,SDR,1,"8.881,76","1,4489"
2006,XAU,1,"3.456.707,00","563,9000"
2006,VEF,1,"2,86","2.144,6000"
2006,CLP,1,"11,71","523,5000"
2006,EUR,1,"7.408,72","1,2086"
2006,UYU,1,"254,89","24,0500"
2006,USD,2,"6.000,00","1,0000"
2006,DEM,2,"2.708,80","2,2150"
2006,JPY,2,"51,67","116,1300"
2006,GBP,2,"10.443,00","1,7405"
2006,CHF,2,"4.548,90","1,3190"
2006,FRF,2,"807,68","7,4287"
2006,SEK,2,"753,22","7,9658"
2006,NLG,2,"2.404,14","2,4957"
2006,DKK,2,"953,33","6,2937"
2006,ESP,2,"31,84","188,4300"
2006,NOK,2,"885,96","6,7723"
2006,ATS,2,"385,02","15,5836"
2006,ITL,2,"2,74","2.192,8300"
2006,BEF,2,"131,33","45,6850"
2006,BRL,2,"2.810,30","2,1350"
2006,ARS,2,"1.952,81","3,0725"
2006,CAD,2,"5.235,15","1,1461"
2006,ZAR,2,"973,69","6,1621"
2006,SDR,2,"8.613,00","1,4355"
2006,XAU,2,"3.330.600,00","555,1000"
2006,VEF,2,"2,80","2.144,6000"
2006,CLP,2,"11,58","518,0500"
2006,EUR,2,"7.105,80","1,1843"
2006,UYU,2,"247,93","24,2000"
2006,USD,3,"5.920,00","1,0000"
2006,DEM,3,"2.672,69","2,2150"
2006,JPY,3,"50,47","117,3000"
2006,GBP,3,"10.328,03","1,7446"
2006,CHF,3,"4.560,16","1,2982"
2006,FRF,3,"796,91","7,4287"
2006,SEK,3,"763,59","7,7529"
2006,NLG,3,"2.372,08","2,4957"
2006,DKK,3,"963,12","6,1467"
2006,ESP,3,"31,42","188,4300"
2006,NOK,3,"901,96","6,5635"
2006,ATS,3,"379,89","15,5836"
2006,ITL,3,"2,70","2.192,8300"
2006,BEF,3,"129,58","45,6850"
2006,BRL,3,"2.710,62","2,1840"
2006,ARS,3,"1.925,20","3,0750"
2006,CAD,3,"5.093,35","1,1623"
2006,ZAR,3,"959,48","6,1700"
2006,SDR,3,"8.511,78","1,4378"
2006,XAU,3,"3.450.768,00","582,9000"
2006,VEF,3,"2,76","2.144,6000"
2006,CLP,3,"11,25","526,3000"
2006,EUR,3,"7.184,51","1,2136"
2006,UYU,3,"245,13","24,1500"
2006,USD,4,"5.730,00","1,0000"
2006,DEM,4,"2.586,91","2,2150"
2006,JPY,4,"50,25","114,0200"
2006,GBP,4,"10.322,02","1,8014"
2006,CHF,4,"4.546,18","1,2604"
2006,FRF,4,"771,33","7,4287"
2006,SEK,4,"770,90","7,4329"
2006,NLG,4,"2.295,95","2,4957"
2006,DKK,4,"962,77","5,9516"
2006,ESP,4,"30,41","188,4300"
2006,NOK,4,"921,50","6,2181"
2006,ATS,4,"367,69","15,5836"
2006,ITL,4,"2,61","2.192,8300"
2006,BEF,4,"125,42","45,6850"
2006,BRL,4,"2.718,22","2,1080"
2006,ARS,4,"1.887,97","3,0350"
2006,CAD,4,"5.098,77","1,1238"
2006,ZAR,4,"929,74","6,1630"
2006,SDR,4,"8.384,14","1,4632"
2006,XAU,4,"3.676.941,00","641,7000"
2006,VEF,4,"2,67","2.144,6000"
2006,CLP,4,"11,08","517,3000"
2006,EUR,4,"7.180,26","1,2531"
2006,UYU,4,"239,25","23,9500"
2006,USD,5,"5.730,00","1,0000"
2006,DEM,5,"2.586,91","2,2150"
2006,JPY,5,"51,21","111,9000"
2006,GBP,5,"10.793,60","1,8837"
2006,CHF,5,"4.736,71","1,2097"
2006,FRF,5,"771,33","7,4287"
2006,SEK,5,"797,48","7,1851"
2006,NLG,5,"2.295,95","2,4957"
2006,DKK,5,"990,05","5,7876"
2006,ESP,5,"30,41","188,4300"
2006,NOK,5,"943,29","6,0745"
2006,ATS,5,"367,69","15,5836"
2006,ITL,5,"2,61","2.192,8300"
2006,BEF,5,"125,42","45,6850"
2006,BRL,5,"2.457,65","2,3315"
2006,ARS,5,"1.859,79","3,0810"
2006,CAD,5,"5.217,15","1,0983"
2006,ZAR,5,"874,37","6,5533"
2006,SDR,5,"8.558,33","1,4936"
2006,XAU,5,"3.784.665,00","660,5000"
2006,VEF,5,"2,67","2.144,6000"
2006,CLP,5,"10,79","531,2500"
2006,EUR,5,"7.381,96","1,2883"
2006,UYU,5,"240,25","23,8500"
2006,USD,6,"5.550,00","1,0000"
2006,DEM,6,"2.505,64","2,2150"
2006,JPY,6,"47,79","116,1400"
2006,GBP,6,"10.059,93","1,8126"
2006,CHF,6,"4.446,76","1,2481"
2006,FRF,6,"747,10","7,4287"
2006,SEK,6,"753,92","7,3615"
2006,NLG,6,"2.223,83","2,4957"
2006,DKK,6,"933,32","5,9465"
2006,ESP,6,"29,45","188,4300"
2006,NOK,6,"881,02","6,2995"
2006,ATS,6,"356,14","15,5836"
2006,ITL,6,"2,53","2.192,8300"
2006,BEF,6,"121,48","45,6850"
2006,BRL,6,"2.518,72","2,2035"
2006,ARS,6,"1.797,86","3,0870"
2006,CAD,6,"4.985,18","1,1133"
2006,ZAR,6,"761,32","7,2900"
2006,SDR,6,"8.142,96","1,4672"
2006,XAU,6,"3.273.945,00","589,9000"
2006,VEF,6,"2,59","2.144,6000"
2006,CLP,6,"10,14","547,4000"
2006,EUR,6,"6.959,15","1,2539"
2006,UYU,6,"234,18","23,7000"
2006,USD,7,"5.480,00","1,0000"
2006,DEM,7,"2.474,04","2,2150"
2006,JPY,7,"47,78","114,6900"
2006,GBP,7,"10.221,84","1,8653"
2006,CHF,7,"4.449,50","1,2316"
2006,FRF,7,"737,68","7,4287"
2006,SEK,7,"756,80","7,2410"
2006,NLG,7,"2.195,78","2,4957"
2006,DKK,7,"937,55","5,8450"
2006,ESP,7,"29,08","188,4300"
2006,NOK,7,"887,31","6,1760"
2006,ATS,7,"351,65","15,5836"
2006,ITL,7,"2,50","2.192,8300"
2006,BEF,7,"119,95","45,6850"
2006,BRL,7,"2.512,03","2,1815"
2006,ARS,7,"1.782,11","3,0750"
2006,CAD,7,"4.850,42","1,1298"
2006,ZAR,7,"797,46","6,8718"
2006,SDR,7,"8.101,08","1,4783"
2006,XAU,7,"3.485.280,00","636,0000"
2006,VEF,7,"2,56","2.144,6000"
2006,CLP,7,"10,16","539,4000"
2006,EUR,7,"6.994,67","1,2764"
2006,UYU,7,"230,25","23,8000"
2006,USD,8,"5.400,00","1,0000"
2006,DEM,8,"2.437,92","2,2150"
2006,JPY,8,"46,15","117,0200"
2006,GBP,8,"10.286,46","1,9049"
2006,CHF,8,"4.394,89","1,2287"
2006,FRF,8,"726,91","7,4287"
2006,SEK,8,"749,21","7,2076"
2006,NLG,8,"2.163,72","2,4957"
2006,DKK,8,"929,00","5,8127"
2006,ESP,8,"28,66","188,4300"
2006,NOK,8,"855,88","6,3093"
2006,ATS,8,"346,52","15,5836"
2006,ITL,8,"2,46","2.192,8300"
2006,BEF,8,"118,20","45,6850"
2006,BRL,8,"2.534,50","2,1306"
2006,ARS,8,"1.746,16","3,0925"
2006,CAD,8,"4.861,80","1,1107"
2006,ZAR,8,"763,52","7,0725"
2006,SDR,8,"8.026,56","1,4864"
2006,XAU,8,"3.339.900,00","618,5000"
2006,VEF,8,"2,52","2.144,6000"
2006,CLP,8,"10,05","537,5000"
2006,EUR,8,"6.929,28","1,2832"
2006,UYU,8,"226,89","23,8000"
2006,USD,9,"5.370,00","1,0000"
2006,DEM,9,"2.424,38","2,2150"
2006,JPY,9,"45,74","117,4000"
2006,GBP,9,"10.139,10","1,8881"
2006,CHF,9,"4.315,33","1,2444"
2006,FRF,9,"722,87","7,4287"
2006,SEK,9,"735,57","7,3005"
2006,NLG,9,"2.151,70","2,4957"
2006,DKK,9,"914,99","5,8689"
2006,ESP,9,"28,50","188,4300"
2006,NOK,9,"826,27","6,4991"
2006,ATS,9,"344,59","15,5836"
2006,ITL,9,"2,45","2.192,8300"
2006,BEF,9,"117,54","45,6850"
2006,BRL,9,"2.456,99","2,1856"
2006,ARS,9,"1.730,86","3,1025"
2006,CAD,9,"4.817,01","1,1148"
2006,ZAR,9,"705,02","7,6168"
2006,SDR,9,"7.948,67","1,4802"
2006,XAU,9,"3.177.429,00","591,7000"
2006,VEF,9,"2,50","2.144,6000"
2006,CLP,9,"10,00","537,0500"
2006,EUR,9,"6.819,36","1,2699"
2006,UYU,9,"226,58","23,7000"
2006,USD,10,"5.380,00","1,0000"
2006,DEM,10,"2.428,89","2,2150"
2006,JPY,10,"45,79","117,4900"
2006,GBP,10,"10.220,92","1,8998"
2006,CHF,10,"4.308,48","1,2487"
2006,FRF,10,"724,22","7,4287"
2006,SEK,10,"743,53","7,2358"
2006,NLG,10,"2.155,71","2,4957"
2006,DKK,10,"918,68","5,8562"
2006,ESP,10,"28,55","188,4300"
2006,NOK,10,"823,13","6,5360"
2006,ATS,10,"345,23","15,5836"
2006,ITL,10,"2,45","2.192,8300"
2006,BEF,10,"117,76","45,6850"
2006,BRL,10,"2.516,84","2,1376"
2006,ARS,10,"1.741,10","3,0900"
2006,CAD,10,"4.796,29","1,1217"
2006,ZAR,10,"721,98","7,4517"
2006,SDR,10,"7.950,56","1,4778"
2006,XAU,10,"3.251.672,00","604,4000"
2006,VEF,10,"2,51","2.144,6000"
2006,CLP,10,"10,28","523,5000"
2006,EUR,10,"6.845,51","1,2724"
2006,UYU,10,"227,48","23,6500"
2006,USD,11,"5.400,00","1,0000"
2006,DEM,11,"2.437,92","2,2150"
2006,JPY,11,"46,42","116,3300"
2006,GBP,11,"10.522,98","1,9487"
2006,CHF,11,"4.468,35","1,2085"
2006,FRF,11,"726,91","7,4287"
2006,SEK,11,"781,82","6,9070"
2006,NLG,11,"2.163,72","2,4957"
2006,DKK,11,"952,83","5,6673"
2006,ESP,11,"28,66","188,4300"
2006,NOK,11,"860,97","6,2720"
2006,ATS,11,"346,52","15,5836"
2006,ITL,11,"2,46","2.192,8300"
2006,BEF,11,"118,20","45,6850"
2006,BRL,11,"2.475,93","2,1810"
2006,ARS,11,"1.755,53","3,0760"
2006,CAD,11,"4.746,42","1,1377"
2006,ZAR,11,"758,29","7,1213"
2006,SDR,11,"8.123,22","1,5043"
2006,XAU,11,"3.430.080,00","635,2000"
2006,VEF,11,"2,52","2.144,6000"
2006,CLP,11,"10,21","529,0000"
2006,EUR,11,"7.100,46","1,3149"
2006,UYU,11,"223,60","24,1500"
2006,USD,12,"5.170,00","1,0000"
2006,DEM,12,"2.334,09","2,2150"
2006,JPY,12,"43,53","118,7700"
2006,GBP,12,"10.137,85","1,9609"
2006,CHF,12,"4.230,08","1,2222"
2006,FRF,12,"695,95","7,4287"
2006,SEK,12,"752,04","6,8746"
2006,NLG,12,"2.071,56","2,4957"
2006,DKK,12,"912,07","5,6684"
2006,ESP,12,"27,44","188,4300"
2006,NOK,12,"825,55","6,2625"
2006,ATS,12,"331,76","15,5836"
2006,ITL,12,"2,36","2.192,8300"
2006,BEF,12,"113,17","45,6850"
2006,BRL,12,"2.411,38","2,1440"
2006,ARS,12,"1.682,78","3,0723"
2006,CAD,12,"4.463,05","1,1584"
2006,ZAR,12,"738,43","7,0013"
2006,SDR,12,"7.774,65","1,5038"
2006,XAU,12,"3.252.447,00","629,1000"
2006,VEF,12,"2,41","2.144,6000"
2006,CLP,12,"9,67","534,6000"
2006,EUR,12,"6.799,07","1,3151"
2006,UYU,12,"212,76","24,3000"
2007,USD,1,"5.250,00","1,0000"
2007,DEM,1,"2.370,20","2,2150"
2007,JPY,1,"43,20","121,5200"
2007,GBP,1,"10.297,88","1,9615"
2007,CHF,1,"4.191,62","1,2525"
2007,FRF,1,"706,72","7,4287"
2007,SEK,1,"753,34","6,9690"
2007,NLG,1,"2.103,62","2,4957"
2007,DKK,1,"912,66","5,7524"
2007,ESP,1,"27,86","188,4300"
2007,NOK,1,"834,86","6,2885"
2007,ATS,1,"336,89","15,5836"
2007,ITL,1,"2,39","2.192,8300"
2007,BEF,1,"114,92","45,6850"
2007,BRL,1,"2.462,48","2,1320"
2007,ARS,1,"1.690,82","3,1050"
2007,CAD,1,"4.445,39","1,1810"
2007,ZAR,1,"720,53","7,2863"
2007,SDR,1,"7.830,90","1,4916"
2007,XAU,1,"3.385.725,00","644,9000"
2007,VEF,1,"2,45","2.144,6000"
2007,CLP,1,"9,65","544,1000"
2007,EUR,1,"6.802,95","1,2958"
2007,UYU,1,"217,39","24,1500"
2007,USD,2,"5.180,00","1,0000"
2007,DEM,2,"2.338,60","2,2150"
2007,JPY,2,"43,60","118,8100"
2007,GBP,2,"10.183,88","1,9660"
2007,CHF,2,"4.242,08","1,2211"
2007,FRF,2,"697,30","7,4287"
2007,SEK,2,"742,76","6,9740"
2007,NLG,2,"2.075,57","2,4957"
2007,DKK,2,"920,53","5,6272"
2007,ESP,2,"27,49","188,4300"
2007,NOK,2,"848,93","6,1018"
2007,ATS,2,"332,40","15,5836"
2007,ITL,2,"2,36","2.192,8300"
2007,BEF,2,"113,39","45,6850"
2007,BRL,2,"2.457,31","2,1080"
2007,ARS,2,"1.668,81","3,1040"
2007,CAD,2,"4.461,67","1,1610"
2007,ZAR,2,"722,35","7,1710"
2007,SDR,2,"7.797,97","1,5054"
2007,XAU,2,"3.510.486,00","677,7000"
2007,VEF,2,"2,42","2.144,6000"
2007,CLP,2,"9,62","538,7000"
2007,EUR,2,"6.859,87","1,3243"
2007,UYU,2,"214,94","24,1000"
2007,USD,3,"5.050,00","1,0000"
2007,DEM,3,"2.279,91","2,2150"
2007,JPY,3,"42,83","117,9100"
2007,GBP,3,"9.911,64","1,9627"
2007,CHF,3,"4.146,14","1,2180"
2007,FRF,3,"679,80","7,4287"
2007,SEK,3,"721,94","6,9950"
2007,NLG,3,"2.023,48","2,4957"
2007,DKK,3,"903,48","5,5895"
2007,ESP,3,"26,80","188,4300"
2007,NOK,3,"828,89","6,0925"
2007,ATS,3,"324,06","15,5836"
2007,ITL,3,"2,30","2.192,8300"
2007,BEF,3,"110,54","45,6850"
2007,BRL,3,"2.461,01","2,0520"
2007,ARS,3,"1.629,03","3,1000"
2007,CAD,3,"4.363,98","1,1572"
2007,ZAR,3,"692,76","7,2897"
2007,SDR,3,"7.641,66","1,5132"
2007,XAU,3,"3.318.860,00","657,2000"
2007,VEF,3,"2,35","2.144,6000"
2007,CLP,3,"9,37","538,8000"
2007,EUR,3,"6.729,13","1,3325"
2007,UYU,3,"210,42","24,0000"
2007,USD,4,"5.070,00","1,0000"
2007,DEM,4,"2.288,94","2,2150"
2007,JPY,4,"42,40","119,5700"
2007,GBP,4,"10.132,40","1,9985"
2007,CHF,4,"4.197,37","1,2079"
2007,FRF,4,"682,49","7,4287"
2007,SEK,4,"755,49","6,7109"
2007,NLG,4,"2.031,49","2,4957"
2007,DKK,4,"927,28","5,4676"
2007,ESP,4,"26,91","188,4300"
2007,NOK,4,"849,56","5,9678"
2007,ATS,4,"325,34","15,5836"
2007,ITL,4,"2,31","2.192,8300"
2007,BEF,4,"110,98","45,6850"
2007,BRL,4,"2.494,71","2,0323"
2007,ARS,4,"1.640,78","3,0900"
2007,CAD,4,"4.544,23","1,1157"
2007,ZAR,4,"719,10","7,0505"
2007,SDR,4,"7.735,30","1,5257"
2007,XAU,4,"3.429.348,00","676,4000"
2007,VEF,4,"2,36","2.144,6000"
2007,CLP,4,"9,63","526,5000"
2007,EUR,4,"6.905,85","1,3621"
2007,UYU,4,"212,58","23,8500"
2007,USD,5,"5.040,00","1,0000"
2007,DEM,5,"2.275,40","2,2150"
2007,JPY,5,"41,49","121,4700"
2007,GBP,5,"9.952,99","1,9748"
2007,CHF,5,"4.114,29","1,2250"
2007,FRF,5,"678,45","7,4287"
2007,SEK,5,"728,19","6,9213"
2007,NLG,5,"2.019,47","2,4957"
2007,DKK,5,"909,07","5,5441"
2007,ESP,5,"26,75","188,4300"
2007,NOK,5,"831,70","6,0599"
2007,ATS,5,"323,42","15,5836"
2007,ITL,5,"2,30","2.192,8300"
2007,BEF,5,"110,32","45,6850"
2007,BRL,5,"2.577,35","1,9555"
2007,ARS,5,"1.635,04","3,0825"
2007,CAD,5,"4.690,12","1,0746"
2007,ZAR,5,"702,29","7,1765"
2007,SDR,5,"7.619,98","1,5119"
2007,XAU,5,"3.291.876,00","653,1500"
2007,VEF,5,"2,35","2.144,6000"
2007,CLP,5,"9,56","527,4000"
2007,EUR,5,"6.769,22","1,3431"
2007,UYU,5,"211,76","23,8000"
2007,USD,6,"5.140,00","1,0000"
2007,DEM,6,"2.320,54","2,2150"
2007,JPY,6,"41,81","122,9500"
2007,GBP,6,"10.290,79","2,0021"
2007,CHF,6,"4.185,33","1,2281"
2007,FRF,6,"691,91","7,4287"
2007,SEK,6,"749,81","6,8551"
2007,NLG,6,"2.059,54","2,4957"
2007,DKK,6,"930,45","5,5242"
2007,ESP,6,"27,28","188,4300"
2007,NOK,6,"871,26","5,8995"
2007,ATS,6,"329,83","15,5836"
2007,ITL,6,"2,34","2.192,8300"
2007,BEF,6,"112,51","45,6850"
2007,BRL,6,"2.668,05","1,9265"
2007,ARS,6,"1.664,78","3,0875"
2007,CAD,6,"4.837,19","1,0626"
2007,ZAR,6,"728,05","7,0600"
2007,SDR,6,"7.783,50","1,5143"
2007,XAU,6,"3.337.145,00","649,2500"
2007,VEF,6,"2,40","2.144,6000"
2007,CLP,6,"9,75","527,4000"
2007,EUR,6,"6.922,04","1,3467"
2007,UYU,6,"216,88","23,7000"
2007,USD,7,"5.100,00","1,0000"
2007,DEM,7,"2.302,48","2,2150"
2007,JPY,7,"43,06","118,4400"
2007,GBP,7,"10.323,42","2,0242"
2007,CHF,7,"4.243,99","1,2017"
2007,FRF,7,"686,53","7,4287"
2007,SEK,7,"759,11","6,7184"
2007,NLG,7,"2.043,51","2,4957"
2007,DKK,7,"937,66","5,4391"
2007,ESP,7,"27,07","188,4300"
2007,NOK,7,"873,99","5,8353"
2007,ATS,7,"327,27","15,5836"
2007,ITL,7,"2,33","2.192,8300"
2007,BEF,7,"111,63","45,6850"
2007,BRL,7,"2.704,85","1,8855"
2007,ARS,7,"1.637,24","3,1150"
2007,CAD,7,"4.775,73","1,0679"
2007,ZAR,7,"712,99","7,1530"
2007,SDR,7,"7.806,57","1,5307"
2007,XAU,7,"3.379.515,00","662,6500"
2007,VEF,7,"2,38","2.144,6000"
2007,CLP,7,"9,75","523,1000"
2007,EUR,7,"6.975,78","1,3678"
2007,UYU,7,"217,02","23,5000"
2007,USD,8,"5.090,00","1,0000"
2007,DEM,8,"2.297,97","2,2150"
2007,JPY,8,"43,97","115,7500"
2007,GBP,8,"10.253,30","2,0144"
2007,CHF,8,"4.227,93","1,2039"
2007,FRF,8,"685,18","7,4287"
2007,SEK,8,"739,64","6,8817"
2007,NLG,8,"2.039,51","2,4957"
2007,DKK,8,"932,27","5,4598"
2007,ESP,8,"27,01","188,4300"
2007,NOK,8,"872,22","5,8357"
2007,ATS,8,"326,63","15,5836"
2007,ITL,8,"2,32","2.192,8300"
2007,BEF,8,"111,42","45,6850"
2007,BRL,8,"2.593,50","1,9626"
2007,ARS,8,"1.610,76","3,1600"
2007,CAD,8,"4.817,79","1,0565"
2007,ZAR,8,"714,60","7,1229"
2007,SDR,8,"7.790,75","1,5306"
2007,XAU,8,"3.393.503,00","666,7000"
2007,VEF,8,"2,37","2.144,6000"
2007,CLP,8,"9,71","524,4000"
2007,EUR,8,"6.941,23","1,3637"
2007,UYU,8,"216,60","23,5000"
2007,USD,9,"5.020,00","1,0000"
2007,DEM,9,"2.266,37","2,2150"
2007,JPY,9,"43,47","115,4800"
2007,GBP,9,"10.163,49","2,0246"
2007,CHF,9,"4.282,18","1,1723"
2007,FRF,9,"675,76","7,4287"
2007,SEK,9,"769,90","6,5203"
2007,NLG,9,"2.011,46","2,4957"
2007,DKK,9,"952,54","5,2701"
2007,ESP,9,"26,64","188,4300"
2007,NOK,9,"919,30","5,4607"
2007,ATS,9,"322,13","15,5836"
2007,ITL,9,"2,29","2.192,8300"
2007,BEF,9,"109,88","45,6850"
2007,BRL,9,"2.727,22","1,8407"
2007,ARS,9,"1.594,92","3,1475"
2007,CAD,9,"5.010,48","1,0019"
2007,ZAR,9,"731,02","6,8671"
2007,SDR,9,"7.802,59","1,5543"
2007,XAU,9,"3.667.110,00","730,5000"
2007,VEF,9,"2,34","2.144,6000"
2007,CLP,9,"9,81","511,8100"
2007,EUR,9,"7.100,79","1,4145"
2007,UYU,9,"217,79","23,0500"
2007,USD,10,"4.880,00","1,0000"
2007,DEM,10,"2.203,16","2,2150"
2007,JPY,10,"42,56","114,6700"
2007,GBP,10,"10.093,79","2,0684"
2007,CHF,10,"4.205,81","1,1603"
2007,FRF,10,"656,91","7,4287"
2007,SEK,10,"766,98","6,3626"
2007,NLG,10,"1.955,36","2,4957"
2007,DKK,10,"944,53","5,1666"
2007,ESP,10,"25,90","188,4300"
2007,NOK,10,"912,68","5,3469"
2007,ATS,10,"313,15","15,5836"
2007,ITL,10,"2,23","2.192,8300"
2007,BEF,10,"106,82","45,6850"
2007,BRL,10,"2.785,55","1,7519"
2007,ARS,10,"1.549,21","3,1500"
2007,CAD,10,"5.113,70","0,9543"
2007,ZAR,10,"743,56","6,5630"
2007,SDR,10,"7.655,74","1,5688"
2007,XAU,10,"3.827.872,00","784,4000"
2007,VEF,10,"2,28","2.144,6000"
2007,CLP,10,"9,88","494,1000"
2007,EUR,10,"7.039,89","1,4426"
2007,UYU,10,"223,85","21,8000"
2007,USD,11,"4.730,00","1,0000"
2007,DEM,11,"2.135,44","2,2150"
2007,JPY,11,"43,04","109,8900"
2007,GBP,11,"9.742,85","2,0598"
2007,CHF,11,"4.223,97","1,1198"
2007,FRF,11,"636,72","7,4287"
2007,SEK,11,"743,58","6,3611"
