Anho,Moneda,Mes,G / ME,ME / USD
2003,ESP,4,"36,30","188,4300"
2003,NOK,4,"967,51","7,0697"
2003,ATS,4,"438,92","15,5836"
2003,ITL,4,"3,12","2.192,8300"
2003,BEF,4,"149,72","45,6850"
2003,BRL,4,"2.356,18","2,9030"
2003,ARS,4,"2.400,00","2,8500"
2003,CAD,4,"4.732,58","1,4453"
2003,ZAR,4,"958,25","7,1380"
2003,SDR,4,"9.433,04","1,3791"
2003,XAU,4,"2.280.798,00","333,4500"
2003,VEF,4,"4,29","1.596,0000"
2003,CLP,4,"9,71","704,3000"
2003,EUR,4,"7.534,94","1,1016"
2003,UYU,4,"235,05","29,1000"
2003,USD,5,"6.200,00","1,0000"
2003,DEM,5,"2.799,10","2,2150"
2003,JPY,5,"52,35","118,4400"
2003,GBP,5,"10.238,06","1,6513"
2003,CHF,5,"4.812,17","1,2884"
2003,FRF,5,"834,60","7,4287"
2003,SEK,5,"801,67","7,7339"
2003,NLG,5,"2.484,27","2,4957"
2003,DKK,5,"989,37","6,2666"
2003,ESP,5,"32,90","188,4300"
2003,NOK,5,"930,71","6,6616"
2003,ATS,5,"397,85","15,5836"
2003,ITL,5,"2,83","2.192,8300"
2003,BEF,5,"135,71","45,6850"
2003,BRL,5,"2.119,66","2,9250"
2003,ARS,5,"2.156,52","2,8750"
2003,CAD,5,"4.511,06","1,3744"
2003,ZAR,5,"770,19","8,0500"
2003,SDR,5,"8.777,34","1,4157"
2003,XAU,5,"2.254.320,00","363,6000"
2003,VEF,5,"3,88","1.596,0000"
2003,CLP,5,"8,73","710,2000"
2003,EUR,5,"7.340,80","1,1840"
2003,UYU,5,"221,43","28,0000"
2003,USD,6,"6.200,00","1,0000"
2003,DEM,6,"2.799,10","2,2150"
2003,JPY,6,"51,84","119,6000"
2003,GBP,6,"10.229,38","1,6499"
2003,CHF,6,"4.591,23","1,3504"
2003,FRF,6,"834,60","7,4287"
2003,SEK,6,"772,32","8,0278"
2003,NLG,6,"2.484,27","2,4957"
2003,DKK,6,"954,55","6,4952"
2003,ESP,6,"32,90","188,4300"
2003,NOK,6,"855,63","7,2461"
2003,ATS,6,"397,85","15,5836"
2003,ITL,6,"2,83","2.192,8300"
2003,BEF,6,"135,71","45,6850"
2003,BRL,6,"2.155,02","2,8770"
2003,ARS,6,"2.218,25","2,7950"
2003,CAD,6,"4.596,00","1,3490"
2003,ZAR,6,"830,95","7,4613"
2003,SDR,6,"8.691,16","1,4018"
2003,XAU,6,"2.145.200,00","346,0000"
2003,VEF,6,"3,88","1.596,0000"
2003,CLP,6,"8,89","697,5000"
2003,EUR,6,"7.087,22","1,1431"
2003,UYU,6,"239,85","25,8500"
2003,USD,7,"6.000,00","1,0000"
2003,DEM,7,"2.708,80","2,2150"
2003,JPY,7,"49,78","120,5400"
2003,GBP,7,"9.700,20","1,6167"
2003,CHF,7,"4.398,50","1,3641"
2003,FRF,7,"807,68","7,4287"
2003,SEK,7,"743,08","8,0745"
2003,NLG,7,"2.404,14","2,4957"
2003,DKK,7,"917,42","6,5401"
2003,ESP,7,"31,84","188,4300"
2003,NOK,7,"831,46","7,2162"
2003,ATS,7,"385,02","15,5836"
2003,ITL,7,"2,74","2.192,8300"
2003,BEF,7,"131,33","45,6850"
2003,BRL,7,"2.036,66","2,9460"
2003,ARS,7,"2.076,12","2,8900"
2003,CAD,7,"4.287,25","1,3995"
2003,ZAR,7,"814,94","7,3625"
2003,SDR,7,"8.395,20","1,3992"
2003,XAU,7,"2.135.400,00","355,9000"
2003,VEF,7,"3,76","1.596,0000"
2003,CLP,7,"8,50","706,1000"
2003,EUR,7,"6.814,20","1,1357"
2003,UYU,7,"223,88","26,8000"
2003,USD,8,"6.230,00","1,0000"
2003,DEM,8,"2.812,64","2,2150"
2003,JPY,8,"53,05","117,4400"
2003,GBP,8,"9.816,61","1,5757"
2003,CHF,8,"4.408,43","1,4132"
2003,FRF,8,"838,64","7,4287"
2003,SEK,8,"736,00","8,4647"
2003,NLG,8,"2.496,29","2,4957"
2003,DKK,8,"913,34","6,8211"
2003,ESP,8,"33,06","188,4300"
2003,NOK,8,"817,84","7,6176"
2003,ATS,8,"399,78","15,5836"
2003,ITL,8,"2,84","2.192,8300"
2003,BEF,8,"136,37","45,6850"
2003,BRL,8,"2.111,15","2,9510"
2003,ARS,8,"2.101,18","2,9650"
2003,CAD,8,"4.459,56","1,3970"
2003,ZAR,8,"851,37","7,3176"
2003,SDR,8,"8.541,33","1,3710"
2003,XAU,8,"2.305.100,00","370,0000"
2003,VEF,8,"3,90","1.596,0000"
2003,CLP,8,"8,92","698,7000"
2003,EUR,8,"6.783,22","1,0888"
2003,UYU,8,"228,21","27,3000"
2003,USD,9,"6.280,00","1,0000"
2003,DEM,9,"2.835,21","2,2150"
2003,JPY,9,"56,18","111,7900"
2003,GBP,9,"10.415,38","1,6585"
2003,CHF,9,"4.675,40","1,3432"
2003,FRF,9,"845,37","7,4287"
2003,SEK,9,"807,09","7,7810"
2003,NLG,9,"2.516,33","2,4957"
2003,DKK,9,"971,10","6,4669"
2003,ESP,9,"33,33","188,4300"
2003,NOK,9,"889,82","7,0576"
2003,ATS,9,"402,99","15,5836"
2003,ITL,9,"2,86","2.192,8300"
2003,BEF,9,"137,46","45,6850"
2003,BRL,9,"2.139,69","2,9350"
2003,ARS,9,"2.165,52","2,9000"
2003,CAD,9,"4.636,40","1,3545"
2003,ZAR,9,"877,39","7,1576"
2003,SDR,9,"8.895,62","1,4165"
2003,XAU,9,"2.400.844,00","382,3000"
2003,VEF,9,"3,93","1.596,0000"
2003,CLP,9,"9,50","661,0000"
2003,EUR,9,"7.209,44","1,1480"
2003,UYU,9,"228,36","27,5000"
2003,USD,10,"6.240,00","1,0000"
2003,DEM,10,"2.817,16","2,2150"
2003,JPY,10,"57,64","108,2500"
2003,GBP,10,"10.622,35","1,7023"
2003,CHF,10,"4.711,21","1,3245"
2003,FRF,10,"839,99","7,4287"
2003,SEK,10,"810,92","7,6950"
2003,NLG,10,"2.500,30","2,4957"
2003,DKK,10,"982,48","6,3513"
2003,ESP,10,"33,12","188,4300"
2003,NOK,10,"888,79","7,0208"
2003,ATS,10,"400,42","15,5836"
2003,ITL,10,"2,85","2.192,8300"
2003,BEF,10,"136,59","45,6850"
2003,BRL,10,"2.187,17","2,8530"
2003,ARS,10,"2.178,01","2,8650"
2003,CAD,10,"4.771,37","1,3078"
2003,ZAR,10,"908,13","6,8713"
2003,SDR,10,"8.971,87","1,4378"
2003,XAU,10,"2.413.320,00","386,7500"
2003,VEF,10,"3,91","1.596,0000"
2003,CLP,10,"9,94","627,8000"
2003,EUR,10,"7.302,05","1,1702"
2003,UYU,10,"222,86","28,0000"
2003,USD,11,"6.090,00","1,0000"
2003,DEM,11,"2.749,44","2,2150"
2003,JPY,11,"55,79","109,1600"
2003,GBP,11,"10.441,91","1,7146"
2003,CHF,11,"4.685,34","1,2998"
2003,FRF,11,"819,79","7,4287"
2003,SEK,11,"803,70","7,5775"
2003,NLG,11,"2.440,20","2,4957"
2003,DKK,11,"975,35","6,2439"
2003,ESP,11,"32,32","188,4300"
2003,NOK,11,"888,34","6,8555"
2003,ATS,11,"390,80","15,5836"
2003,ITL,11,"2,78","2.192,8300"
2003,BEF,11,"133,30","45,6850"
2003,BRL,11,"2.071,43","2,9400"
2003,ARS,11,"2.040,20","2,9850"
2003,CAD,11,"4.660,24","1,3068"
2003,ZAR,11,"951,56","6,4000"
2003,SDR,11,"8.766,56","1,4395"
2003,XAU,11,"2.408.595,00","395,5000"
2003,VEF,11,"3,82","1.596,0000"
2003,CLP,11,"9,75","624,5000"
2003,EUR,11,"7.251,97","1,1908"
2003,UYU,11,"214,44","28,4000"
2003,USD,12,"6.070,00","1,0000"
2003,DEM,12,"2.740,41","2,2150"
2003,JPY,12,"56,78","106,9000"
2003,GBP,12,"10.793,67","1,7782"
2003,CHF,12,"4.869,24","1,2466"
2003,FRF,12,"817,10","7,4287"
2003,SEK,12,"836,38","7,2575"
2003,NLG,12,"2.432,18","2,4957"
2003,DKK,12,"1.020,03","5,9508"
2003,ESP,12,"32,21","188,4300"
2003,NOK,12,"902,56","6,7253"
2003,ATS,12,"389,51","15,5836"
2003,ITL,12,"2,77","2.192,8300"
2003,BEF,12,"132,87","45,6850"
2003,BRL,12,"2.096,72","2,8950"
2003,ARS,12,"2.068,14","2,9350"
2003,CAD,12,"4.643,16","1,3073"
2003,ZAR,12,"921,43","6,5876"
2003,SDR,12,"8.987,24","1,4806"
2003,XAU,12,"2.522.085,00","415,5000"
2003,VEF,12,"3,80","1.596,0000"
2003,CLP,12,"10,24","592,6000"
2003,EUR,12,"7.591,75","1,2507"
2003,UYU,12,"211,50","28,7000"
2004,USD,1,"6.200,00","1,0000"
2004,DEM,1,"2.799,10","2,2150"
2004,JPY,1,"58,46","106,0600"
2004,GBP,1,"11.239,36","1,8128"
2004,CHF,1,"4.914,39","1,2616"
2004,FRF,1,"834,60","7,4287"
2004,SEK,1,"837,27","7,4050"
2004,NLG,1,"2.484,27","2,4957"
2004,DKK,1,"1.030,81","6,0147"
2004,ESP,1,"32,90","188,4300"
2004,NOK,1,"877,95","7,0619"
2004,ATS,1,"397,85","15,5836"
2004,ITL,1,"2,83","2.192,8300"
2004,BEF,1,"135,71","45,6850"
2004,BRL,1,"2.103,83","2,9470"
2004,ARS,1,"2.132,42","2,9075"
2004,CAD,1,"4.648,02","1,3339"
2004,ZAR,1,"883,97","7,0138"
2004,SDR,1,"9.221,26","1,4873"
2004,XAU,1,"2.466.980,00","397,9000"
2004,VEF,1,"3,88","1.596,0000"
2004,CLP,1,"10,35","599,0000"
2004,EUR,1,"7.676,84","1,2382"
2004,UYU,1,"214,16","28,9500"
2004,USD,2,"6.027,00","1,0000"
2004,DEM,2,"2.720,99","2,2150"
2004,JPY,2,"55,06","109,4600"
2004,GBP,2,"11.231,92","1,8636"
2004,CHF,2,"4.770,46","1,2634"
2004,FRF,2,"811,31","7,4287"
2004,SEK,2,"814,07","7,4035"
2004,NLG,2,"2.414,95","2,4957"
2004,DKK,2,"1.007,56","5,9818"
2004,ESP,2,"31,99","188,4300"
2004,NOK,2,"854,34","7,0546"
2004,ATS,2,"386,75","15,5836"
2004,ITL,2,"2,75","2.192,8300"
2004,BEF,2,"131,93","45,6850"
2004,BRL,2,"2.050,70","2,9390"
2004,ARS,2,"2.064,04","2,9200"
2004,CAD,2,"4.484,38","1,3440"
2004,ZAR,2,"910,42","6,6200"
2004,SDR,2,"8.921,77","1,4803"
2004,XAU,2,"2.370.419,10","393,3000"
2004,VEF,2,"3,15","1.915,2000"
2004,CLP,2,"10,14","594,3000"
2004,EUR,2,"7.503,01","1,2449"
2004,UYU,2,"207,83","29,0000"
2004,USD,3,"5.880,00","1,0000"
2004,DEM,3,"2.654,63","2,2150"
2004,JPY,3,"55,69","105,5800"
2004,GBP,3,"10.738,64","1,8263"
2004,CHF,3,"4.598,06","1,2788"
2004,FRF,3,"791,52","7,4287"
2004,SEK,3,"773,21","7,6047"
2004,NLG,3,"2.356,05","2,4957"
2004,DKK,3,"962,09","6,1117"
2004,ESP,3,"31,21","188,4300"
2004,NOK,3,"848,91","6,9265"
2004,ATS,3,"377,32","15,5836"
2004,ITL,3,"2,68","2.192,8300"
2004,BEF,3,"128,71","45,6850"
2004,BRL,3,"2.013,70","2,9200"
2004,ARS,3,"2.052,36","2,8650"
2004,CAD,3,"4.497,82","1,3073"
2004,ZAR,3,"933,88","6,2963"
2004,SDR,3,"8.673,59","1,4751"
2004,XAU,3,"2.471.952,00","420,4000"
2004,VEF,3,"3,07","1.915,2000"
2004,CLP,3,"9,39","626,1000"
2004,EUR,3,"7.157,72","1,2173"
2004,UYU,3,"201,37","29,2000"
2004,USD,4,"5.725,00","1,0000"
2004,DEM,4,"2.584,65","2,2150"
2004,JPY,4,"52,01","110,0700"
2004,GBP,4,"10.153,29","1,7735"
2004,CHF,4,"4.417,44","1,2960"
2004,FRF,4,"770,66","7,4287"
2004,SEK,4,"748,05","7,6532"
2004,NLG,4,"2.293,95","2,4957"
2004,DKK,4,"918,32","6,2342"
2004,ESP,4,"30,38","188,4300"
2004,NOK,4,"837,07","6,8393"
2004,ATS,4,"367,37","15,5836"
2004,ITL,4,"2,61","2.192,8300"
2004,BEF,4,"125,31","45,6850"
2004,BRL,4,"1.936,08","2,9570"
2004,ARS,4,"1.998,25","2,8650"
2004,CAD,4,"4.177,61","1,3704"
2004,ZAR,4,"834,11","6,8636"
2004,SDR,4,"8.260,60","1,4429"
2004,XAU,4,"2.207.560,00","385,6000"
2004,VEF,4,"2,99","1.915,2000"
2004,CLP,4,"9,15","626,0000"
2004,EUR,4,"6.827,06","1,1925"
2004,UYU,4,"196,06","29,2000"
2004,USD,5,"5.950,00","1,0000"
2004,DEM,5,"2.686,23","2,2150"
2004,JPY,5,"54,04","110,1100"
2004,GBP,5,"10.896,83","1,8314"
2004,CHF,5,"4.748,98","1,2529"
2004,FRF,5,"800,95","7,4287"
2004,SEK,5,"797,79","7,4581"
2004,NLG,5,"2.384,10","2,4957"
2004,DKK,5,"977,22","6,0887"
2004,ESP,5,"31,58","188,4300"
2004,NOK,5,"884,94","6,7236"
2004,ATS,5,"381,81","15,5836"
2004,ITL,5,"2,71","2.192,8300"
2004,BEF,5,"130,24","45,6850"
2004,BRL,5,"1.913,80","3,1090"
2004,ARS,5,"2.010,14","2,9600"
2004,CAD,5,"4.360,89","1,3644"
2004,ZAR,5,"918,21","6,4800"
2004,SDR,5,"8.739,36","1,4688"
2004,XAU,5,"2.341.622,50","393,5500"
2004,VEF,5,"3,11","1.915,2000"
2004,CLP,5,"9,40","632,8000"
2004,EUR,5,"7.264,95","1,2210"
2004,UYU,5,"203,07","29,3000"
2004,USD,6,"5.890,00","1,0000"
2004,DEM,6,"2.659,14","2,2150"
2004,JPY,6,"54,43","108,2100"
2004,GBP,6,"10.638,52","1,8062"
2004,CHF,6,"4.664,61","1,2627"
2004,FRF,6,"792,87","7,4287"
2004,SEK,6,"782,52","7,5270"
2004,NLG,6,"2.360,06","2,4957"
2004,DKK,6,"959,88","6,1362"
2004,ESP,6,"31,26","188,4300"
2004,NOK,6,"853,25","6,9030"
2004,ATS,6,"377,96","15,5836"
2004,ITL,6,"2,69","2.192,8300"
2004,BEF,6,"128,93","45,6850"
2004,BRL,6,"1.890,85","3,1150"
2004,ARS,6,"1.988,19","2,9625"
2004,CAD,6,"4.372,68","1,3470"
2004,ZAR,6,"946,17","6,2251"
2004,SDR,6,"8.644,16","1,4676"
2004,XAU,6,"2.307.407,50","391,7500"
2004,VEF,6,"3,08","1.915,2000"
2004,CLP,6,"9,25","636,6000"
2004,EUR,6,"7.132,20","1,2109"
2004,UYU,6,"198,32","29,7000"
2004,USD,7,"5.909,00","1,0000"
2004,DEM,7,"2.667,72","2,2150"
2004,JPY,7,"52,78","111,9600"
2004,GBP,7,"10.726,61","1,8153"
2004,CHF,7,"4.622,55","1,2783"
2004,FRF,7,"795,43","7,4287"
2004,SEK,7,"771,83","7,6558"
2004,NLG,7,"2.367,67","2,4957"
2004,DKK,7,"958,02","6,1679"
2004,ESP,7,"31,36","188,4300"
2004,NOK,7,"842,59","7,0129"
2004,ATS,7,"379,18","15,5836"
2004,ITL,7,"2,69","2.192,8300"
2004,BEF,7,"129,34","45,6850"
2004,BRL,7,"1.949,20","3,0315"
2004,ARS,7,"1.984,55","2,9775"
2004,CAD,7,"4.455,25","1,3263"
2004,ZAR,7,"945,92","6,2468"
2004,SDR,7,"8.598,19","1,4551"
2004,XAU,7,"2.289.146,60","387,4000"
2004,VEF,7,"3,09","1.915,2000"
2004,CLP,7,"9,28","636,5000"
2004,EUR,7,"7.122,12","1,2053"
2004,UYU,7,"201,26","29,3600"
2004,USD,8,"5.910,00","1,0000"
2004,DEM,8,"2.668,17","2,2150"
2004,JPY,8,"53,80","109,8600"
2004,GBP,8,"10.600,18","1,7936"
2004,CHF,8,"4.624,05","1,2781"
2004,FRF,8,"795,56","7,4287"
2004,SEK,8,"781,49","7,5625"
2004,NLG,8,"2.368,07","2,4957"
2004,DKK,8,"958,34","6,1669"
2004,ESP,8,"31,36","188,4300"
2004,NOK,8,"849,97","6,9532"
2004,ATS,8,"379,24","15,5836"
2004,ITL,8,"2,70","2.192,8300"
2004,BEF,8,"129,36","45,6850"
2004,BRL,8,"2.008,15","2,9430"
2004,ARS,8,"1.966,72","3,0050"
2004,CAD,8,"4.489,86","1,3163"
2004,ZAR,8,"885,05","6,6776"
2004,SDR,8,"8.638,06","1,4616"
2004,XAU,8,"2.403.892,50","406,7500"
2004,VEF,8,"3,09","1.915,2000"
2004,CLP,8,"9,40","628,8000"
2004,EUR,8,"7.121,55","1,2050"
2004,UYU,8,"206,14","28,6700"
2004,USD,9,"5.945,00","1,0000"
2004,DEM,9,"2.683,97","2,2150"
2004,JPY,9,"53,33","111,4700"
2004,GBP,9,"10.755,69","1,8092"
2004,CHF,9,"4.713,39","1,2613"
2004,FRF,9,"800,27","7,4287"
2004,SEK,9,"807,36","7,3635"
2004,NLG,9,"2.382,10","2,4957"
2004,DKK,9,"983,10","6,0472"
2004,ESP,9,"31,55","188,4300"
2004,NOK,9,"877,24","6,7769"
2004,ATS,9,"381,49","15,5836"
2004,ITL,9,"2,71","2.192,8300"
2004,BEF,9,"130,13","45,6850"
2004,BRL,9,"2.077,94","2,8610"
2004,ARS,9,"1.989,96","2,9875"
2004,CAD,9,"4.663,48","1,2748"
2004,ZAR,9,"929,28","6,3974"
2004,SDR,9,"8.725,48","1,4677"
2004,XAU,9,"2.445.773,00","411,4000"
2004,VEF,9,"3,10","1.915,2000"
2004,CLP,9,"9,80","606,4000"
2004,EUR,9,"7.311,76","1,2299"
2004,UYU,9,"215,71","27,5600"
2004,USD,10,"6.060,00","1,0000"
2004,DEM,10,"2.735,89","2,2150"
2004,JPY,10,"57,08","106,1600"
2004,GBP,10,"11.095,86","1,8310"
2004,CHF,10,"5.054,63","1,1989"
2004,FRF,10,"815,76","7,4287"
2004,SEK,10,"854,33","7,0933"
2004,NLG,10,"2.428,18","2,4957"
2004,DKK,10,"1.039,40","5,8303"
2004,ESP,10,"32,16","188,4300"
2004,NOK,10,"946,58","6,4020"
2004,ATS,10,"388,87","15,5836"
2004,ITL,10,"2,76","2.192,8300"
2004,BEF,10,"132,65","45,6850"
2004,BRL,10,"2.115,92","2,8640"
2004,ARS,10,"2.039,03","2,9720"
2004,CAD,10,"4.964,77","1,2206"
2004,ZAR,10,"997,33","6,0762"
2004,SDR,10,"9.051,82","1,4937"
2004,XAU,10,"2.570.955,00","424,2500"
2004,VEF,10,"3,16","1.915,2000"
2004,CLP,10,"9,86","614,5000"
2004,EUR,10,"7.722,86","1,2744"
2004,UYU,10,"223,12","27,1600"
2004,USD,11,"6.125,00","1,0000"
2004,DEM,11,"2.765,24","2,2150"
2004,JPY,11,"59,69","102,6100"
2004,GBP,11,"11.579,93","1,8906"
2004,CHF,11,"5.362,46","1,1422"
2004,FRF,11,"824,51","7,4287"
2004,SEK,11,"912,88","6,7095"
2004,NLG,11,"2.454,22","2,4957"
2004,DKK,11,"1.094,16","5,5979"
2004,ESP,11,"32,51","188,4300"
2004,NOK,11,"1.005,70","6,0903"
2004,ATS,11,"393,04","15,5836"
2004,ITL,11,"2,79","2.192,8300"
2004,BEF,11,"134,07","45,6850"
2004,BRL,11,"2.230,92","2,7455"
2004,ARS,11,"2.079,80","2,9450"
2004,CAD,11,"5.172,27","1,1842"
2004,ZAR,11,"1.062,22","5,7662"
2004,SDR,11,"9.346,75","1,5260"
2004,XAU,11,"2.765.131,25","451,4500"
2004,VEF,11,"3,20","1.915,2000"
2004,CLP,11,"10,40","588,8500"
2004,EUR,11,"8.124,81","1,3265"
2004,UYU,11,"230,26","26,6000"
2004,USD,12,"6.240,00","1,0000"
2004,DEM,12,"2.817,16","2,2150"
2004,JPY,12,"60,24","103,5800"
2004,GBP,12,"11.980,18","1,9199"
2004,CHF,12,"5.493,44","1,1359"
2004,FRF,12,"839,99","7,4287"
2004,SEK,12,"941,39","6,6285"
2004,NLG,12,"2.500,30","2,4957"
2004,DKK,12,"1.141,16","5,4681"
2004,ESP,12,"33,12","188,4300"
2004,NOK,12,"1.029,79","6,0595"
2004,ATS,12,"400,42","15,5836"
2004,ITL,12,"2,85","2.192,8300"
2004,BEF,12,"136,59","45,6850"
2004,BRL,12,"2.349,84","2,6555"
2004,ARS,12,"2.098,18","2,9740"
2004,CAD,12,"5.151,92","1,2112"
2004,ZAR,12,"1.102,24","5,6612"
2004,SDR,12,"9.658,27","1,5478"
2004,XAU,12,"2.715.648,00","435,2000"
2004,VEF,12,"3,26","1.915,2000"
2004,CLP,12,"11,22","556,2000"
2004,EUR,12,"8.485,15","1,3598"
2004,UYU,12,"239,26","26,0800"
2005,USD,1,"6.330,00","1,0000"
2005,DEM,1,"2.857,79","2,2150"
2005,JPY,1,"61,33","103,2100"
2005,GBP,1,"11.932,05","1,8850"
2005,CHF,1,"5.339,52","1,1855"
2005,FRF,1,"852,10","7,4287"
2005,SEK,1,"909,03","6,9635"
2005,NLG,1,"2.536,36","2,4957"
2005,DKK,1,"1.110,37","5,7008"
2005,ESP,1,"33,59","188,4300"
2005,NOK,1,"1.001,09","6,3231"
2005,ATS,1,"406,20","15,5836"
2005,ITL,1,"2,89","2.192,8300"
2005,BEF,1,"138,56","45,6850"
2005,BRL,1,"2.390,03","2,6485"
2005,ARS,1,"2.164,10","2,9250"
2005,CAD,1,"5.108,13","1,2392"
2005,ZAR,1,"1.068,81","5,9225"
2005,SDR,1,"9.626,66","1,5208"
2005,XAU,1,"2.701.644,00","426,8000"
2005,VEF,1,"3,31","1.915,2000"
2005,CLP,1,"10,81","585,7000"
2005,EUR,1,"8.260,65","1,3050"
2005,UYU,1,"253,71","24,9500"
2005,USD,2,"6.245,00","1,0000"
2005,DEM,2,"2.819,41","2,2150"
2005,JPY,2,"59,41","105,1200"
2005,GBP,2,"11.946,69","1,9130"
2005,CHF,2,"5.344,46","1,1685"
2005,FRF,2,"840,66","7,4287"
2005,SEK,2,"908,06","6,8773"
2005,NLG,2,"2.502,30","2,4957"
2005,DKK,2,"1.107,47","5,6390"
2005,ESP,2,"33,14","188,4300"
2005,NOK,2,"997,38","6,2614"
2005,ATS,2,"400,74","15,5836"
2005,ITL,2,"2,85","2.192,8300"
2005,BEF,2,"136,70","45,6850"
2005,BRL,2,"2.371,82","2,6330"
2005,ARS,2,"2.131,40","2,9300"
2005,CAD,2,"5.027,78","1,2421"
2005,ZAR,2,"1.075,11","5,8087"
2005,SDR,2,"9.520,50","1,5245"
2005,XAU,2,"2.713.140,25","434,4500"
2005,VEF,2,"3,26","1.915,2000"
2005,CLP,2,"10,81","577,9000"
2005,EUR,2,"8.239,65","1,3194"
2005,UYU,2,"246,84","25,3000"
2005,USD,3,"6.280,00","1,0000"
2005,DEM,3,"2.835,21","2,2150"
2005,JPY,3,"58,47","107,4100"
2005,GBP,3,"11.818,96","1,8820"
2005,CHF,3,"5.245,13","1,1973"
2005,FRF,3,"845,37","7,4287"
2005,SEK,3,"890,50","7,0522"
2005,NLG,3,"2.516,33","2,4957"
2005,DKK,3,"1.091,32","5,7545"
2005,ESP,3,"33,33","188,4300"
2005,NOK,3,"992,98","6,3244"
2005,ATS,3,"402,99","15,5836"
2005,ITL,3,"2,86","2.192,8300"
2005,BEF,3,"137,46","45,6850"
2005,BRL,3,"2.347,22","2,6755"
2005,ARS,3,"2.154,37","2,9150"
2005,CAD,3,"5.159,81","1,2171"
2005,ZAR,3,"998,89","6,2870"
2005,SDR,3,"9.474,64","1,5087"
2005,XAU,3,"2.675.908,00","426,1000"
2005,VEF,3,"2,93","2.144,6000"
2005,CLP,3,"10,72","586,0000"
2005,EUR,3,"8.128,83","1,2944"
2005,UYU,3,"246,27","25,5000"
2005,USD,4,"6.250,00","1,0000"
2005,DEM,4,"2.821,67","2,2150"
2005,JPY,4,"59,01","105,9200"
2005,GBP,4,"11.929,38","1,9087"
2005,CHF,4,"5.242,85","1,1921"
2005,FRF,4,"841,33","7,4287"
2005,SEK,4,"881,57","7,0896"
2005,NLG,4,"2.504,31","2,4957"
2005,DKK,4,"1.083,87","5,7664"
2005,ESP,4,"33,17","188,4300"
2005,NOK,4,"991,03","6,3066"
2005,ATS,4,"401,06","15,5836"
2005,ITL,4,"2,85","2.192,8300"
2005,BEF,4,"136,81","45,6850"
2005,BRL,4,"2.474,27","2,5260"
2005,ARS,4,"2.153,32","2,9025"
2005,CAD,4,"4.998,00","1,2505"
2005,ZAR,4,"1.019,66","6,1295"
2005,SDR,4,"9.459,38","1,5135"
2005,XAU,4,"2.696.875,00","431,5000"
2005,VEF,4,"2,91","2.144,6000"
2005,CLP,4,"10,71","583,3000"
2005,EUR,4,"8.068,75","1,2910"
2005,UYU,4,"249,50","25,0500"
2005,USD,5,"6.225,00","1,0000"
2005,DEM,5,"2.810,38","2,2150"
2005,JPY,5,"57,67","107,9500"
2005,GBP,5,"11.350,04","1,8233"
2005,CHF,5,"5.026,65","1,2384"
2005,FRF,5,"837,97","7,4287"
2005,SEK,5,"846,05","7,3577"
2005,NLG,5,"2.494,29","2,4957"
2005,DKK,5,"1.043,03","5,9682"
2005,ESP,5,"33,04","188,4300"
2005,NOK,5,"973,08","6,3972"
2005,ATS,5,"399,46","15,5836"
2005,ITL,5,"2,84","2.192,8300"
2005,BEF,5,"136,26","45,6850"
2005,BRL,5,"2.622,71","2,3735"
2005,ARS,5,"2.159,58","2,8825"
2005,CAD,5,"4.951,87","1,2571"
2005,ZAR,5,"937,95","6,6368"
2005,SDR,5,"9.244,75","1,4851"
2005,XAU,5,"2.604.540,00","418,4000"
2005,VEF,5,"2,90","2.144,6000"
2005,CLP,5,"10,73","580,0000"
2005,EUR,5,"7.760,09","1,2466"
2005,UYU,5,"257,23","24,2000"
2005,USD,6,"6.050,00","1,0000"
2005,DEM,6,"2.731,38","2,2150"
2005,JPY,6,"54,90","110,2000"
2005,GBP,6,"10.937,19","1,8078"
2005,CHF,6,"4.736,92","1,2772"
2005,FRF,6,"814,41","7,4287"
2005,SEK,6,"774,94","7,8071"
2005,NLG,6,"2.424,17","2,4957"
2005,DKK,6,"983,39","6,1522"
2005,ESP,6,"32,11","188,4300"
2005,NOK,6,"926,72","6,5284"
2005,ATS,6,"388,23","15,5836"
2005,ITL,6,"2,76","2.192,8300"
2005,BEF,6,"132,43","45,6850"
2005,BRL,6,"2.575,02","2,3495"
2005,ARS,6,"2.089,81","2,8950"
2005,CAD,6,"4.936,36","1,2256"
2005,ZAR,6,"906,95","6,6707"
2005,SDR,6,"8.827,56","1,4591"
2005,XAU,6,"2.646.875,00","437,5000"
2005,VEF,6,"2,82","2.144,6000"
2005,CLP,6,"10,46","578,2000"
2005,EUR,6,"7.324,13","1,2106"
2005,UYU,6,"245,84","24,6100"
2005,USD,7,"5.970,00","1,0000"
2005,DEM,7,"2.695,26","2,2150"
2005,JPY,7,"53,14","112,3400"
2005,GBP,7,"10.475,56","1,7547"
2005,CHF,7,"4.631,50","1,2890"
2005,FRF,7,"803,64","7,4287"
2005,SEK,7,"770,03","7,7529"
2005,NLG,7,"2.392,11","2,4957"
2005,DKK,7,"969,53","6,1576"
2005,ESP,7,"31,68","188,4300"
2005,NOK,7,"914,24","6,5300"
2005,ATS,7,"383,10","15,5836"
2005,ITL,7,"2,72","2.192,8300"
2005,BEF,7,"130,68","45,6850"
2005,BRL,7,"2.470,00","2,4170"
2005,ARS,7,"2.085,59","2,8625"
2005,CAD,7,"4.833,62","1,2351"
2005,ZAR,7,"903,94","6,6044"
2005,SDR,7,"8.657,10","1,4501"
